,RecordNumber,CustomerId,LastName,RiskScore,Location,Gender,Age,LoyaltyYears,AccountBalance,ProductCount,HasCreditCard,ActiveStatus,IncomeEstimate,AnnualSpending,HasComplaint,ComplaintSatisfaction,CardType,CreditCardPoints
174,175,1174,Martinez,50.0,Houston,Male,66.0,14.0,73374.0,8.0,0.0,1.0,164434.0,80673.99195216206,1.0,6.0,Visa,4253.0
175,176,1175,Love,58.0,Fort Worth,Female,34.0,20.0,69798.0,9.0,1.0,0.0,188993.0,82885.27697807146,0.0,5.0,American Express,4649.0
176,177,1176,Weber,85.0,Washington,Female,51.0,9.0,71532.0,1.0,1.0,0.0,169634.0,71174.8294375026,0.0,9.0,Discover,4746.0
177,178,1177,Gutierrez,27.0,Charlotte,Male,45.0,13.0,23164.0,4.0,1.0,1.0,151049.0,64404.42093172003,0.0,10.0,MasterCard,2967.0
178,179,1178,Lambert,65.0,San Diego,Female,63.0,12.0,36595.0,4.0,1.0,0.0,96407.0,42864.93485566792,1.0,8.0,Visa,2274.0
179,180,1179,Cook,41.0,Phoenix,Female,23.0,4.0,31257.0,2.0,0.0,0.0,27610.0,19800.6682197462,1.0,8.0,American Express,2470.0
180,181,1180,Reid,44.0,Charlotte,Male,51.0,5.0,15211.0,6.0,1.0,0.0,129381.0,56097.62847548002,1.0,6.0,Visa,2290.0
181,182,1181,Lopez,61.0,Houston,Male,18.0,1.0,96989.0,3.0,0.0,1.0,35791.0,44113.15912778356,0.0,8.0,American Express,2577.0
182,183,1182,Gordon,56.0,Jacksonville,Male,27.0,16.0,6232.0,7.0,1.0,1.0,78047.0,18484.10911213638,0.0,9.0,American Express,3660.0
183,184,1183,Ho,5.0,Fort Worth,Female,38.0,3.0,68753.0,5.0,0.0,0.0,170737.0,72316.54542348809,0.0,2.0,American Express,2447.0
184,185,1184,Butler,27.0,Los Angeles,Male,22.0,13.0,53691.0,4.0,1.0,0.0,90246.0,74712.9333526862,0.0,2.0,Discover,2736.0
185,186,1185,Carroll,27.0,Denver,Female,19.0,9.0,90765.0,5.0,0.0,0.0,197523.0,99552.11060381726,0.0,0.0,MasterCard,4829.0
186,187,1186,Johnson,43.0,Denver,Female,39.0,2.0,80768.0,8.0,1.0,0.0,106148.0,76231.67300811497,1.0,4.0,Visa,1950.0
187,188,1187,,83.0,Houston,Female,65.0,2.0,26613.0,3.0,1.0,0.0,65890.0,41678.190821991855,0.0,3.0,MasterCard,91.0
188,189,1188,Garza,29.0,Houston,Female,19.0,14.0,15026.0,7.0,0.0,1.0,157866.0,59736.92071555749,1.0,1.0,American Express,3093.0
189,190,1189,Morales,61.0,Austin,Female,27.0,5.0,54535.0,6.0,1.0,0.0,52888.0,35380.520697811175,0.0,8.0,American Express,2219.0
190,191,1190,Bell,74.0,Phoenix,Female,51.0,16.0,95090.0,1.0,1.0,0.0,157821.0,71782.74960123154,1.0,2.0,MasterCard,1387.0
191,192,1191,Rush,91.0,Washington,Female,33.0,11.0,31908.0,7.0,1.0,0.0,66531.0,7312.203841535003,1.0,7.0,MasterCard,4274.0
192,193,1192,Bowers,88.0,Austin,Male,65.0,19.0,53113.0,7.0,0.0,1.0,135652.0,57165.42252468224,1.0,5.0,Visa,2285.0
193,194,1193,Schmidt,61.0,San Jose,Male,68.0,10.0,20610.0,1.0,1.0,1.0,40608.0,29792.64552542197,1.0,4.0,American Express,3206.0
194,195,1194,Johnson,96.0,San Diego,Female,56.0,3.0,47646.0,9.0,1.0,0.0,100986.0,39552.600051787966,0.0,0.0,MasterCard,2924.0
195,196,1195,Torres,0.0,Philadelphia,Female,39.0,5.0,64185.0,6.0,0.0,1.0,103996.0,59592.279990618095,0.0,3.0,Discover,279.0
196,197,1196,Harrison,26.0,Philadelphia,Male,29.0,0.0,73567.0,2.0,0.0,1.0,76017.0,56675.410458931976,0.0,2.0,American Express,1618.0
197,198,1197,Meza,61.0,San Diego,Female,41.0,19.0,48574.0,5.0,0.0,1.0,77676.0,28511.995606875244,0.0,0.0,American Express,2787.0
198,199,1198,Hendricks,76.0,Charlotte,Male,64.0,15.0,92051.0,4.0,1.0,1.0,31560.0,30582.721356563357,0.0,4.0,Visa,370.0
199,200,1199,Moore,2.0,Columbus,Male,57.0,14.0,37182.0,7.0,0.0,1.0,70468.0,27098.48509522841,0.0,5.0,Discover,3183.0
200,201,1200,Howard,69.0,Austin,Male,55.0,16.0,1570.0,8.0,1.0,1.0,183535.0,59791.49393310593,0.0,1.0,Visa,3834.0
201,202,1201,Cervantes,71.0,Jacksonville,Female,27.0,7.0,98790.0,1.0,1.0,0.0,182735.0,73948.9971634694,0.0,2.0,Discover,1703.0
202,203,1202,Romero,26.0,Fort Worth,Female,52.0,11.0,20288.0,5.0,1.0,1.0,53123.0,12887.36538621973,1.0,10.0,Visa,2268.0
203,204,1203,Carrillo,8.0,San Diego,Male,68.0,20.0,79824.0,3.0,0.0,1.0,114346.0,72201.9568079784,1.0,5.0,Discover,303.0
204,205,1204,Garcia,61.0,Seattle,Male,66.0,9.0,30877.0,1.0,1.0,0.0,160790.0,55218.37970909708,0.0,3.0,Discover,3774.0
205,206,1205,Sullivan,36.0,New York,Male,49.0,14.0,85425.0,3.0,0.0,0.0,20028.0,29765.4421906069,0.0,8.0,Discover,1348.0
206,207,1206,Parks,96.0,Charlotte,Male,24.0,8.0,1917.0,6.0,0.0,0.0,67599.0,17352.412463290442,0.0,4.0,MasterCard,2422.0
207,208,1207,Reynolds,50.0,San Diego,Male,38.0,1.0,76602.0,7.0,1.0,0.0,168469.0,85266.10937036939,1.0,3.0,American Express,3628.0
208,209,1208,,43.0,Austin,Female,37.0,4.0,96040.0,8.0,0.0,1.0,65406.0,58256.522966036166,1.0,1.0,Discover,2428.0
209,210,1209,Klein,23.0,Jacksonville,Male,43.0,5.0,65575.0,4.0,0.0,1.0,67657.0,47017.69982138947,1.0,5.0,MasterCard,3033.0
210,211,1210,Mcdowell,78.0,Jacksonville,Female,21.0,6.0,73518.0,3.0,1.0,1.0,111423.0,53153.64553102756,0.0,9.0,MasterCard,668.0
211,212,1211,Clarke,58.0,Houston,Male,63.0,20.0,40104.0,5.0,0.0,1.0,124143.0,49215.35463159101,1.0,1.0,Visa,499.0
212,213,1212,Jackson,31.0,San Francisco,Female,69.0,0.0,19062.0,9.0,0.0,0.0,164575.0,45589.40295808749,1.0,6.0,American Express,1414.0
213,214,1213,Lindsey,95.0,Houston,Female,39.0,6.0,17999.0,6.0,1.0,1.0,74943.0,46217.98881122197,1.0,2.0,American Express,529.0
214,215,1214,Roberts,87.0,Phoenix,Female,32.0,19.0,62845.0,9.0,0.0,1.0,95839.0,38020.26982247447,1.0,8.0,Visa,3621.0
215,216,1215,Roth,51.0,Phoenix,Female,57.0,11.0,10941.0,6.0,0.0,0.0,102674.0,40653.21347032841,1.0,10.0,American Express,3456.0
216,217,1216,Bolton,61.0,San Diego,Female,38.0,15.0,62169.0,2.0,1.0,1.0,45345.0,45084.05572623397,0.0,4.0,Visa,754.0
217,218,1217,Hawkins,57.0,San Jose,Female,32.0,15.0,24470.0,5.0,1.0,1.0,70390.0,28435.895030946707,0.0,7.0,MasterCard,2347.0
218,219,1218,Jacobson,51.0,Indianapolis,Male,39.0,10.0,60821.0,9.0,1.0,1.0,79557.0,56921.325273159615,0.0,10.0,,4910.0
219,220,1219,Coleman,11.0,Dallas,Female,69.0,20.0,87669.0,8.0,1.0,1.0,21906.0,40299.08203338855,0.0,5.0,Discover,726.0
220,221,1220,Petersen,38.0,Denver,Male,45.0,3.0,45435.0,7.0,0.0,0.0,191239.0,91054.63835381766,1.0,9.0,Visa,4826.0
221,222,1221,Gilbert,1.0,Columbus,Female,31.0,12.0,5529.0,1.0,0.0,0.0,27961.0,6967.435335732886,0.0,7.0,,4923.0
222,223,1222,Marshall,2.0,San Diego,Female,44.0,6.0,84055.0,4.0,1.0,0.0,177212.0,70444.20982720284,0.0,10.0,MasterCard,2649.0
223,224,1223,Cordova,100.0,Dallas,Male,58.0,3.0,13192.0,7.0,0.0,0.0,139289.0,45198.85244555488,0.0,2.0,Visa,2046.0
224,225,1224,Diaz,55.0,Austin,Female,57.0,14.0,75102.0,7.0,0.0,0.0,97567.0,50293.98542534332,1.0,2.0,MasterCard,2815.0
225,226,1225,White,80.0,New York,Male,45.0,18.0,73762.0,6.0,1.0,1.0,100664.0,55342.42727085056,0.0,4.0,American Express,874.0
226,227,1226,Krueger,58.0,Columbus,Male,43.0,8.0,87795.0,8.0,1.0,1.0,101199.0,51761.92103725449,1.0,10.0,MasterCard,3279.0
227,228,1227,Kim,1.0,Phoenix,Male,66.0,10.0,35087.0,6.0,0.0,0.0,119764.0,26895.575410227568,1.0,9.0,Visa,2984.0
228,229,1228,Berger,1.0,Columbus,Male,19.0,7.0,67677.0,10.0,1.0,0.0,142357.0,66666.82996129106,1.0,2.0,American Express,2178.0
229,230,1229,Mack,91.0,Houston,Female,42.0,0.0,5627.0,3.0,1.0,0.0,100729.0,54766.044790822,0.0,7.0,American Express,3807.0
230,231,1230,Bush,53.0,New York,Female,20.0,7.0,57541.0,4.0,1.0,1.0,179633.0,79960.01238123002,1.0,9.0,MasterCard,607.0
231,232,1231,Hunt,86.0,Denver,Male,25.0,12.0,69226.0,3.0,0.0,0.0,70568.0,46160.05519053514,0.0,7.0,Discover,634.0
232,233,1232,Pena,100.0,San Diego,Female,61.0,3.0,4255.0,1.0,1.0,1.0,129349.0,53518.25306155101,0.0,1.0,American Express,4579.0
233,234,1233,Carter,95.0,Charlotte,Female,50.0,7.0,58433.0,10.0,0.0,1.0,93302.0,52507.11669882399,0.0,3.0,Visa,2727.0
234,235,1234,Mendoza,96.0,Charlotte,Male,59.0,2.0,6213.0,5.0,0.0,1.0,114968.0,47216.10966868095,1.0,9.0,Discover,1074.0
235,236,1235,Gibson,0.0,Dallas,Female,69.0,8.0,20404.0,1.0,0.0,1.0,180576.0,70447.73681185665,1.0,0.0,Discover,1914.0
236,237,1236,Kirby,18.0,Dallas,Male,52.0,1.0,26380.0,1.0,1.0,0.0,136116.0,51167.628303467245,0.0,3.0,American Express,588.0
237,238,1237,Carpenter,1.0,San Jose,Male,23.0,1.0,92056.0,2.0,1.0,1.0,57146.0,33378.31089991246,1.0,10.0,MasterCard,3231.0
238,239,1238,Buckley,52.0,Washington,Female,56.0,12.0,20173.0,4.0,1.0,1.0,60297.0,21887.86344719325,1.0,3.0,Discover,2304.0
239,240,1239,Sandoval,43.0,Dallas,Female,69.0,14.0,54027.0,6.0,1.0,0.0,106394.0,49269.74496450666,1.0,9.0,MasterCard,3838.0
240,241,1240,Powell,89.0,Chicago,Female,40.0,11.0,24989.0,8.0,1.0,1.0,147173.0,55794.27038877027,0.0,8.0,American Express,1973.0
241,242,1241,Myers,31.0,Washington,Male,42.0,3.0,25519.0,3.0,0.0,1.0,145942.0,58808.3368313143,1.0,2.0,Visa,2447.0
242,243,1242,Gonzalez,69.0,Austin,Male,67.0,7.0,23439.0,1.0,0.0,1.0,36939.0,21527.901337004176,1.0,1.0,Discover,3480.0
243,244,1243,Maxwell,31.0,Philadelphia,Female,60.0,8.0,77949.0,3.0,0.0,0.0,64460.0,50587.94431270182,0.0,8.0,Visa,2079.0
244,245,1244,Crosby,67.0,Los Angeles,Female,36.0,4.0,15995.0,3.0,1.0,1.0,163738.0,72440.1996883898,1.0,8.0,MasterCard,3052.0
245,246,1245,Mclaughlin,54.0,San Antonio,Female,22.0,19.0,24559.0,5.0,0.0,1.0,82119.0,39109.67418478856,0.0,0.0,MasterCard,4482.0
246,247,1246,Young,74.0,Seattle,Female,68.0,17.0,90049.0,4.0,0.0,0.0,186393.0,67797.13434852338,1.0,5.0,Visa,1251.0
247,248,1247,Simmons,55.0,,Male,28.0,10.0,6021.0,4.0,1.0,0.0,152851.0,46931.559031808094,1.0,9.0,American Express,3795.0
248,249,1248,Shaw,50.0,Indianapolis,Female,29.0,14.0,99000.0,9.0,1.0,1.0,164258.0,81063.12567406597,1.0,7.0,American Express,3822.0
249,250,1249,Goodman,37.0,Austin,Male,27.0,8.0,22119.0,7.0,0.0,1.0,167531.0,44238.112438229095,1.0,2.0,Discover,4302.0
250,251,1250,Wilson,23.0,Jacksonville,Male,25.0,16.0,52539.0,4.0,0.0,0.0,25057.0,31130.245201024823,1.0,10.0,Discover,3389.0
251,252,1251,Hicks,68.0,Denver,Female,41.0,11.0,95835.0,3.0,1.0,1.0,169805.0,82992.27912510466,1.0,8.0,American Express,1780.0
252,253,1252,Norris,97.0,San Antonio,Female,45.0,6.0,40350.0,6.0,1.0,0.0,39157.0,25866.37834580285,0.0,1.0,American Express,2604.0
253,254,1253,Solis,69.0,Washington,Female,58.0,9.0,47223.0,3.0,1.0,1.0,55030.0,43090.31462526266,1.0,5.0,Visa,3688.0
254,255,1254,Davis,85.0,Philadelphia,Male,53.0,9.0,26517.0,6.0,1.0,0.0,170685.0,53556.371698576535,0.0,0.0,MasterCard,4888.0
255,256,1255,Martinez,10.0,New York,Female,54.0,12.0,79653.0,9.0,0.0,1.0,128612.0,68840.2693088403,1.0,6.0,MasterCard,1724.0
256,257,1256,Wilkerson,15.0,Indianapolis,Female,38.0,18.0,50970.0,6.0,0.0,0.0,135080.0,52270.258768980646,0.0,2.0,Discover,2784.0
257,258,1257,Johnson,96.0,Austin,Male,25.0,10.0,85486.0,4.0,1.0,0.0,103028.0,53962.3313298408,0.0,6.0,American Express,3719.0
258,259,1258,Ortiz,72.0,Seattle,Female,26.0,12.0,83895.0,5.0,0.0,0.0,156260.0,66110.52612195621,0.0,3.0,Visa,2447.0
259,260,1259,Ferguson,58.0,Indianapolis,Male,64.0,20.0,90132.0,6.0,1.0,0.0,49680.0,51621.83213686528,1.0,8.0,Discover,448.0
260,261,1260,Mays,69.0,San Antonio,Female,32.0,7.0,92066.0,3.0,1.0,0.0,122302.0,57535.89959924429,1.0,4.0,Visa,4687.0
261,262,1261,Powell,79.0,Indianapolis,Male,65.0,7.0,67798.0,8.0,0.0,1.0,56445.0,44707.99246895702,0.0,2.0,American Express,81.0
262,263,1262,Wade,92.0,Washington,Female,63.0,3.0,55199.0,4.0,0.0,1.0,25796.0,5218.876125280633,0.0,7.0,American Express,1406.0
263,264,1263,Jones,2.0,Dallas,Female,57.0,14.0,60546.0,8.0,0.0,0.0,111423.0,50610.68529689786,0.0,5.0,American Express,1480.0
264,265,1264,Collins,19.0,Indianapolis,Male,35.0,10.0,89151.0,10.0,1.0,1.0,190203.0,97488.8115595706,1.0,1.0,MasterCard,1079.0
265,266,1265,Byrd,58.0,Washington,Male,59.0,10.0,4327.0,10.0,1.0,1.0,159195.0,61134.14110297303,0.0,2.0,American Express,3598.0
266,267,1266,Washington,35.0,San Diego,Female,37.0,0.0,30768.0,3.0,0.0,1.0,159294.0,59626.87533862075,1.0,7.0,Discover,4514.0
267,268,1267,Nguyen,18.0,Indianapolis,Male,23.0,16.0,65418.0,10.0,1.0,1.0,44074.0,34198.70005613566,1.0,9.0,MasterCard,4183.0
268,269,1268,Haley,89.0,San Antonio,Male,29.0,14.0,95386.0,7.0,1.0,1.0,136088.0,90733.20660880288,1.0,6.0,Visa,3680.0
269,270,1269,Gray,66.0,New York,Male,45.0,19.0,43788.0,9.0,1.0,1.0,180897.0,59898.883010965146,0.0,9.0,Discover,2703.0
270,271,1270,Johnson,18.0,Fort Worth,Male,24.0,5.0,83384.0,4.0,0.0,0.0,56839.0,43990.92387574127,1.0,5.0,Discover,4310.0
271,272,1271,Mckee,19.0,Denver,,33.0,14.0,47830.0,8.0,0.0,1.0,127112.0,50706.12697846097,0.0,0.0,Visa,3756.0
272,273,1272,Anderson,95.0,Denver,Female,20.0,8.0,53446.0,3.0,1.0,1.0,147514.0,65968.01603700269,0.0,8.0,MasterCard,1758.0
273,274,1273,Bridges,70.0,Indianapolis,Male,62.0,13.0,16160.0,7.0,0.0,1.0,88322.0,35733.79880921337,0.0,2.0,Discover,2599.0
274,275,1274,,51.0,Fort Worth,Male,20.0,17.0,57583.0,3.0,0.0,0.0,76321.0,37079.917422022445,0.0,4.0,Discover,2550.0
275,276,1275,Weaver,32.0,San Francisco,Male,44.0,16.0,34998.0,7.0,0.0,1.0,130100.0,52565.14870947271,1.0,6.0,Discover,3853.0
276,277,1276,Braun,39.0,San Diego,Male,67.0,17.0,28230.0,10.0,0.0,1.0,177060.0,55961.3885472221,1.0,6.0,MasterCard,2746.0
277,278,1277,Schneider,38.0,Denver,Female,45.0,4.0,10076.0,10.0,0.0,1.0,55507.0,30467.45436127967,1.0,2.0,MasterCard,2292.0
278,279,1278,Wilkins,81.0,Seattle,Female,57.0,19.0,70341.0,6.0,1.0,0.0,119244.0,34529.31488801399,1.0,3.0,MasterCard,1501.0
279,280,1279,Smith,0.0,New York,Male,55.0,19.0,32085.0,2.0,0.0,1.0,145788.0,67885.09512828341,0.0,9.0,Discover,4404.0
280,281,1280,Webster,10.0,Columbus,Male,50.0,8.0,56571.0,3.0,0.0,0.0,115251.0,51238.241474654285,0.0,6.0,American Express,230.0
281,282,1281,Salazar,91.0,Denver,Male,45.0,10.0,15715.0,6.0,1.0,1.0,43806.0,8976.601061925461,0.0,7.0,Visa,4250.0
282,283,1282,Meyers,56.0,Charlotte,Female,18.0,0.0,6750.0,4.0,1.0,0.0,150364.0,56458.53370598695,0.0,1.0,American Express,1198.0
283,284,1283,Benson,88.0,Seattle,Male,25.0,17.0,79768.0,6.0,1.0,0.0,56901.0,17299.239132935218,1.0,8.0,MasterCard,114.0
284,285,1284,Fisher,49.0,Los Angeles,Female,54.0,5.0,36903.0,1.0,1.0,0.0,168115.0,68604.43821719635,0.0,6.0,Discover,1413.0
285,286,1285,Roberts,22.0,Indianapolis,Male,49.0,1.0,73489.0,10.0,0.0,1.0,160824.0,58872.48092188446,1.0,7.0,Discover,4406.0
286,287,1286,Griffith,30.0,Seattle,Female,65.0,14.0,33093.0,1.0,1.0,0.0,193688.0,80775.97084317831,0.0,5.0,American Express,992.0
287,288,1287,Robinson,93.0,Philadelphia,Male,60.0,20.0,92036.0,3.0,1.0,0.0,111423.0,37244.57666369624,0.0,5.0,American Express,2447.0
288,289,1288,Morgan,41.0,Denver,Female,54.0,13.0,88954.0,8.0,1.0,0.0,20453.0,24991.209829706902,0.0,8.0,Visa,1041.0
289,290,1289,Rodriguez,98.0,Houston,Male,21.0,4.0,35314.0,8.0,1.0,0.0,95432.0,43170.293879431614,0.0,3.0,Discover,11.0
290,291,1290,Hernandez,6.0,New York,Male,47.0,5.0,49225.0,4.0,0.0,1.0,142872.0,52953.62888157764,1.0,10.0,American Express,3676.0
291,292,1291,Davis,15.0,San Diego,Male,23.0,5.0,88985.0,6.0,1.0,1.0,107362.0,57725.81000331697,1.0,10.0,Visa,4825.0
292,293,1292,Hernandez,89.0,San Antonio,Female,63.0,17.0,84014.0,8.0,1.0,1.0,30976.0,13013.29498755146,1.0,4.0,MasterCard,3065.0
293,294,1293,Stone,59.0,Chicago,Male,36.0,13.0,36179.0,7.0,0.0,1.0,134176.0,60518.70603596155,1.0,8.0,American Express,2036.0
294,295,1294,Hughes,1.0,San Jose,Female,49.0,9.0,26338.0,7.0,0.0,0.0,119122.0,66230.93805550771,0.0,0.0,MasterCard,3046.0
295,296,1295,Lopez,0.0,San Jose,Female,26.0,13.0,93435.0,4.0,1.0,1.0,90404.0,86157.23867909961,0.0,3.0,Visa,2350.0
296,297,1296,Reed,47.0,Denver,Male,29.0,12.0,70681.0,9.0,0.0,0.0,101932.0,49312.13146666439,1.0,6.0,MasterCard,540.0
297,298,1297,Martin,11.0,Columbus,,28.0,2.0,33101.0,10.0,1.0,1.0,117170.0,55452.79140797187,1.0,10.0,Discover,2860.0
298,299,1298,Gonzalez,68.0,Los Angeles,Male,63.0,5.0,3775.0,6.0,0.0,1.0,97707.0,20342.543270925104,0.0,8.0,Discover,76.0
299,300,1299,Sparks,36.0,New York,Female,33.0,7.0,98183.0,3.0,0.0,1.0,184760.0,107545.79326305588,0.0,10.0,MasterCard,3067.0
300,301,1300,Walker,31.0,Seattle,Male,18.0,11.0,46619.0,5.0,1.0,0.0,113789.0,54245.48504724106,1.0,9.0,Discover,23.0
301,302,1301,Lindsey,8.0,San Antonio,Female,62.0,12.0,46838.0,5.0,0.0,1.0,116516.0,45718.26555048767,1.0,5.0,Visa,675.0
302,303,1302,Rich,98.0,San Diego,Female,70.0,10.0,20539.0,5.0,1.0,1.0,153089.0,67327.10800289009,1.0,7.0,Discover,2394.0
303,304,1303,Alexander,18.0,New York,Male,38.0,11.0,58124.0,8.0,0.0,1.0,27957.0,25197.889233546583,0.0,8.0,MasterCard,4267.0
304,305,1304,Davies,47.0,Chicago,Male,47.0,0.0,66149.0,9.0,1.0,0.0,127724.0,52000.19816985443,1.0,9.0,MasterCard,3398.0
305,306,1305,,79.0,San Diego,Male,30.0,10.0,27616.0,9.0,0.0,1.0,155864.0,62485.6492542749,1.0,3.0,MasterCard,2759.0
306,307,1306,Smith,2.0,Charlotte,Male,51.0,15.0,80655.0,6.0,0.0,1.0,33237.0,19211.95500169681,1.0,0.0,American Express,488.0
307,308,1307,Compton,19.0,Phoenix,Male,21.0,10.0,91695.0,6.0,0.0,0.0,71586.0,53343.59764399948,1.0,7.0,MasterCard,1485.0
308,309,1308,Ramirez,23.0,Chicago,Male,45.0,12.0,55567.0,9.0,1.0,0.0,39252.0,12435.951880731564,1.0,1.0,Visa,3659.0
309,310,1309,Olson,53.0,Denver,Female,55.0,17.0,38099.0,4.0,0.0,1.0,161779.0,58970.35210176813,0.0,10.0,Discover,3235.0
310,311,1310,Evans,32.0,New York,Female,48.0,10.0,76831.0,6.0,1.0,1.0,185278.0,73200.05211591664,1.0,0.0,Discover,2419.0
311,312,1311,Stone,23.0,Charlotte,Female,44.0,11.0,62799.0,4.0,0.0,1.0,23543.0,34884.30037516122,0.0,6.0,American Express,3495.0
312,313,1312,Griffin,74.0,San Diego,Male,45.0,5.0,91221.0,1.0,1.0,0.0,195207.0,78035.54638480293,1.0,9.0,American Express,756.0
313,314,1313,Dunlap,71.0,Los Angeles,Female,42.0,8.0,26479.0,7.0,1.0,0.0,124647.0,30018.642156328307,1.0,8.0,Visa,2524.0
314,315,1314,Phillips,35.0,Chicago,Female,20.0,15.0,47172.0,10.0,1.0,0.0,55031.0,20422.05000064202,1.0,10.0,MasterCard,4250.0
315,316,1315,Smith,37.0,Columbus,Female,50.0,3.0,56863.0,6.0,0.0,1.0,194001.0,84821.27629319513,0.0,8.0,American Express,256.0
316,317,1316,Baldwin,83.0,Columbus,Female,21.0,2.0,43043.0,9.0,1.0,0.0,85747.0,27140.37516335614,0.0,2.0,Discover,1779.0
317,318,1317,Lindsey,98.0,Austin,Female,42.0,15.0,83569.0,7.0,0.0,1.0,75311.0,37211.188909656565,0.0,5.0,American Express,4769.0
318,319,1318,Johns,88.0,San Francisco,Male,37.0,11.0,16408.0,7.0,1.0,0.0,85867.0,48479.913340995845,1.0,6.0,American Express,2115.0
319,320,1319,Bray,98.0,Houston,Male,51.0,10.0,58980.0,2.0,1.0,0.0,108780.0,37547.14596186113,1.0,9.0,MasterCard,3348.0
320,321,1320,Wilkerson,24.0,Washington,Female,43.0,4.0,83956.0,9.0,1.0,0.0,77196.0,45253.97631226994,0.0,8.0,American Express,4768.0
321,322,1321,Hernandez,92.0,Phoenix,Female,22.0,17.0,17351.0,10.0,1.0,1.0,93705.0,34609.32999200714,0.0,1.0,Visa,1472.0
322,323,1322,Kennedy,17.0,Columbus,Female,52.0,18.0,5131.0,9.0,1.0,1.0,77894.0,22357.88192229558,1.0,7.0,Discover,258.0
323,324,1323,Huerta,81.0,,Male,45.0,5.0,45825.0,6.0,0.0,1.0,107640.0,56751.21739969102,0.0,6.0,MasterCard,4075.0
324,325,1324,Ramos,65.0,Seattle,Male,46.0,17.0,12349.0,3.0,1.0,1.0,111423.0,22706.12950472049,1.0,3.0,Discover,306.0
325,326,1325,Galloway,53.0,San Antonio,Female,26.0,5.0,61931.0,1.0,1.0,0.0,117247.0,53571.45568468408,0.0,1.0,Visa,1118.0
326,327,1326,Powell,34.0,San Jose,Male,69.0,3.0,45254.0,4.0,0.0,1.0,199965.0,72238.1671340765,0.0,7.0,Visa,3017.0
327,328,1327,Stevens,79.0,San Antonio,Male,55.0,11.0,39225.0,3.0,0.0,0.0,20727.0,28239.202278489032,0.0,10.0,American Express,4341.0
328,329,1328,Hansen,60.0,New York,Female,67.0,18.0,13453.0,1.0,0.0,1.0,111423.0,61038.68908803317,1.0,4.0,American Express,2780.0
329,330,1329,Trujillo,40.0,Denver,Male,23.0,1.0,19814.0,3.0,1.0,1.0,63822.0,42760.21814857169,1.0,5.0,American Express,1658.0
330,331,1330,Mcconnell,99.0,San Francisco,Male,36.0,16.0,19263.0,4.0,1.0,0.0,123399.0,23568.14102434837,0.0,10.0,Discover,186.0
331,332,1331,Shepard,32.0,Denver,Female,61.0,10.0,78694.0,8.0,1.0,0.0,132113.0,63046.78221283319,1.0,6.0,Visa,1797.0
332,333,1332,Wade,67.0,Houston,Male,28.0,10.0,16735.0,9.0,1.0,1.0,150431.0,74113.06333876208,1.0,9.0,MasterCard,924.0
333,334,1333,Leonard,32.0,Seattle,Male,19.0,20.0,16830.0,3.0,1.0,1.0,162001.0,55453.60864561842,1.0,0.0,American Express,784.0
334,335,1334,Thompson,13.0,Los Angeles,Female,64.0,15.0,48893.0,6.0,1.0,0.0,148588.0,57318.51576665364,1.0,7.0,Discover,3444.0
335,336,1335,Cameron,20.0,New York,Male,45.0,1.0,45673.0,10.0,0.0,0.0,80091.0,42724.816915903386,0.0,3.0,American Express,3196.0
336,337,1336,Turner,47.0,Charlotte,Male,61.0,1.0,90462.0,5.0,0.0,0.0,174591.0,73270.39181115043,1.0,8.0,Visa,1360.0
337,338,1337,Carpenter,19.0,Phoenix,Female,26.0,7.0,46066.0,6.0,1.0,0.0,168465.0,62392.53067947266,0.0,0.0,MasterCard,340.0
338,339,1338,Vasquez,7.0,Washington,Female,38.0,12.0,4373.0,4.0,1.0,0.0,185390.0,62657.79905808597,0.0,10.0,Visa,562.0
339,340,1339,Hill,6.0,Austin,Female,41.0,9.0,11335.0,10.0,1.0,1.0,114192.0,35001.34265573626,1.0,1.0,Discover,4746.0
340,341,1340,Proctor,66.0,San Jose,Male,51.0,7.0,24741.0,6.0,1.0,1.0,199006.0,86425.81550200559,1.0,5.0,American Express,2999.0
341,342,1341,Ward,16.0,Los Angeles,Female,39.0,3.0,11692.0,7.0,1.0,1.0,130805.0,51434.83032296436,1.0,10.0,Visa,1193.0
342,343,1342,Cooke,32.0,Chicago,Male,20.0,14.0,48295.0,9.0,0.0,0.0,179912.0,80860.23232103302,0.0,9.0,Discover,3110.0
343,344,1343,Mitchell,47.0,Jacksonville,Female,29.0,0.0,46541.0,10.0,0.0,0.0,138089.0,68058.91006890117,0.0,10.0,American Express,68.0
344,345,1344,Lopez,75.0,Washington,Male,45.0,10.0,35057.0,7.0,1.0,0.0,109367.0,37641.94166796533,1.0,0.0,MasterCard,2428.0
345,346,1345,Manning,58.0,Phoenix,Female,47.0,6.0,67983.0,6.0,0.0,0.0,33265.0,16256.261816470991,1.0,3.0,Visa,3598.0
346,347,1346,Bishop,85.0,Phoenix,Female,43.0,16.0,20583.0,1.0,1.0,1.0,156496.0,55130.30695385442,0.0,7.0,American Express,2372.0
347,348,1347,Moreno,21.0,Philadelphia,Female,65.0,19.0,23765.0,2.0,1.0,0.0,171697.0,66508.63041104609,0.0,9.0,American Express,4556.0
348,349,1348,Bush,29.0,Dallas,Female,38.0,17.0,60287.0,1.0,1.0,0.0,99622.0,39431.63291627098,0.0,4.0,American Express,843.0
